created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Nov 07 03:01:24 +0000 2023;1,72172E+18;Setuju banget nih sama Pak Jokowi. Ayo kita bertarung gagasan, bukan tarung perasaan!! Bertanding untuk menang itu hal yang biasa.  #prabowo #gibran #prabowogibran #menangsatuputaran #mendingprabowo #terusmajubersamaprabowo #dekade08 #BersamaIndonesiaMaju #jokowi #hutgolkar59 https://t.co/v2YCfLZi92;3;1;7;31;in;1,57691E+18;1,72172E+18;dekade_08;https://twitter.com/dekade_08/status/1721724503418638461
Tue Nov 07 03:00:02 +0000 2023;1,72172E+18;Tim Hukum Merah Putih Nilai Langkah KPU Terima Pendaftaran Prabowo-Gibran Sudah Tepat #sinpotv #advokat #kpu #prabowogibran #caprescawapres2024 https://t.co/BxuQKMsTGV;0;0;0;0;in;1,01217E+18;1,72172E+18;IdSinpo;https://twitter.com/IdSinpo/status/1721724160362315948
Tue Nov 07 02:59:00 +0000 2023;1,72172E+18;Kerja Nyata Cen Sui Lan Ubah Tanjung Setelung Jadi Desa Wisata di Natuna #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/TznvEwhST8;0;0;19;9;in;7,21898E+17;1,72172E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721723898931392806
Tue Nov 07 02:56:08 +0000 2023;1,72172E+18;Oalah bu titiek suharto jadi penasihat TKN prabowo-gibran toh CLBK kah ? hehehe (Cr : CNNindonesia) #prabowosubianto #prabowogibran #Pemilu2024 https://t.co/rnSLnoFstJ;0;0;0;0;in;1,69498E+18;1,72172E+18;Rivamelodyy03;https://twitter.com/Rivamelodyy03/status/1721723178014359910
Tue Nov 07 02:55:36 +0000 2023;1,72172E+18;Duet koalisi Indonesia maju (KIM) Prabowo Subianto - Gibran Raka mempunyai elektabilitas  yang sangat kokoh sebagai pasangan. Banyak berbagai pihak optimis, keduanya mampu menang di  pilpres 2024.  #prabowosubianto #prabowofor2024 #prabowogibran #akukamukitaPS08milihnya  #pilpres https://t.co/rGkSmulOU5;0;0;0;0;in;1,67148E+18;1,72172E+18;pro_prabowo08;https://twitter.com/pro_prabowo08/status/1721723042584556000
Tue Nov 07 02:53:27 +0000 2023;1,72172E+18;"Prabowo Susun Masterplan"" untuk Kebangkitan Indonesia  Kesira, Sehatkan Indonesia Raya Sehatkan Indonesia Raya, Kesira!  #prabowogibran #prabowogibranmenang #2024prabowogibran #kesira #kesiragerindra #gerindrakesira #kesehatanindonesiaraya #kesiraindonesia #kesirapeduliindonesia https://t.co/nePV8LY6Z3""";0;0;1;5;in;1,62717E+18;1,72172E+18;kesiragerindra;https://twitter.com/kesiragerindra/status/1721722504543420683
Tue Nov 07 02:45:00 +0000 2023;1,72172E+18;Khofifah Tak Masuk Dalam Jajaran TKN Prabowo-Gibran #sinpotv #khofifahindarparawansa #tkn #prabowogibran https://t.co/nVusyzu4BE;0;0;0;0;in;1,01217E+18;1,72172E+18;IdSinpo;https://twitter.com/IdSinpo/status/1721720375447375948
Tue Nov 07 02:42:20 +0000 2023;1,72172E+18;@xquitavee Mbledak #prabowogibran 2024 cuy😁👍;0;0;0;0;in;1,48837E+18;1,72171E+18;SOkeah2;https://twitter.com/SOkeah2/status/1721719705529180217
Tue Nov 07 02:36:10 +0000 2023;1,72172E+18;Dalam HUT ke-59 Golkar semalam, Presiden Jokowi juga memuji semangat kader Partai Golkar yang berusia di bawah 40 tahun atau U-40. Jokowi menilai anak-anak muda memang paling bersemangat apabila sudah bersuara.  #prabowo #gibran #prabowogibran #dekade08 #jokowi https://t.co/3oYRzLSNOp;3;3;5;34;in;1,57691E+18;1,72172E+18;dekade_08;https://twitter.com/dekade_08/status/1721718155398304020
Tue Nov 07 02:30:00 +0000 2023;1,72172E+18;Ahmed Zaki Iskandar: Partai Golkar Beringin Tempat Berteduh, Tahan Diseruduk! #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/c9fh9MQksM;0;0;16;6;in;7,21898E+17;1,72172E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721716600745992613
Tue Nov 07 02:23:59 +0000 2023;1,72172E+18;Indonesia maju bersama visi dan misi yang relate dengan kondisi dewasa ini #prabowogibran #prabowo;0;0;0;0;in;860464962;1,72172E+18;Dax_Eros;https://twitter.com/Dax_Eros/status/1721715087990575365
Tue Nov 07 01:59:00 +0000 2023;1,72171E+18;Inilah 4 Ketua DPD I Partai Golkar Terpopuler Berdasar Kuantitas Pemberitaan Periode Oktober 2023 #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/mzBJz8Pa5q;0;0;21;7;in;7,21898E+17;1,72171E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721708799206072742
Tue Nov 07 01:58:32 +0000 2023;1,72171E+18;𝐌𝐚𝐥𝐮 𝐌𝐚𝐥𝐮 𝐊𝐮𝐧𝐢𝐧𝐠  #AndaSudahTahu #HarianDisway #Golkar #prabowogibran  🎶𝑗𝑒𝑛𝑛𝑦 𝑎𝑛𝑗𝑎𝑛𝑖 https://t.co/t2rzeTspCj;0;0;1;4;in;1,27925E+18;1,72171E+18;HarianDisway;https://twitter.com/HarianDisway/status/1721708683661570508
Tue Nov 07 01:50:10 +0000 2023;1,72171E+18;PDIP Tanyakan Soal Arahan Jokowi ke Bobby Agar Dukung Prabowo-Gibran https://t.co/YLOHXUgDY2 lewat @tribunnews #BobbyNasution #prabowogibran #PDIP;0;0;0;0;in;1,54415E+18;1,72171E+18;WartaKota5;https://twitter.com/WartaKota5/status/1721706577441529937
Tue Nov 07 01:50:00 +0000 2023;1,72171E+18;Bikin ketar ketir  ..   Gen Z milenial anak muda sudah mulai mendukung #prabowogibran https://t.co/U5ZwkVTzE3;2;17;12;56;in;1,60441E+18;1,72171E+18;xquitavee;https://twitter.com/xquitavee/status/1721706537356607792
Tue Nov 07 01:30:00 +0000 2023;1,7217E+18;Airlangga Hartarto: Anggaran Infrastruktur 2024 Rp 422 Triliun Difokuskan Untuk Pembangunan Berkelanjutan #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/uZPw3tmCHh;0;0;21;6;in;7,21898E+17;1,7217E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721701501025055191
Tue Nov 07 01:16:17 +0000 2023;1,7217E+18;1 rumah 2 arah politik, bagaimana kelanjutannya? ____ #vivacoid #pilpres2024 #yennywahid #psi #ganjarmahfud #prabowogibran https://t.co/cA0JyvYNqN;1;4;1;1;in;41730943;1,7217E+18;VIVAcoid;https://twitter.com/VIVAcoid/status/1721698050857414723
Tue Nov 07 01:11:57 +0000 2023;1,7217E+18;Ridwan Kamil: Saya Ditugaskan Partai Golkar, Gerak Maksimal di Jabar #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/6wAwGsXGqg;0;0;1;1;in;1,56378E+18;1,7217E+18;GolkarToday;https://twitter.com/GolkarToday/status/1721696961211031715
Tue Nov 07 01:07:17 +0000 2023;1,7217E+18;Bamsoet Serukan Penghentian Kekerasan dan Kejahatan Perang di Palestina #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/ohiSS1icxg;0;0;0;1;in;1,56378E+18;1,7217E+18;GolkarToday;https://twitter.com/GolkarToday/status/1721695786550042750
Tue Nov 07 01:04:52 +0000 2023;1,7217E+18;Jerry Sambuaga Ditunjuk Airlangga Hartarto Jadi Ketua U40 Partai Golkar #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/B1WsX8vKLy;0;0;0;1;in;1,56378E+18;1,7217E+18;GolkarToday;https://twitter.com/GolkarToday/status/1721695175389687874
Tue Nov 07 00:59:00 +0000 2023;1,72169E+18;Maju Caleg DPR RI Dari Dapil Jabar VII, Achmad Taufan Soedirjo Dapat Nomor Urut 7 #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/01L5hIzRpf;0;0;22;5;in;7,21898E+17;1,72169E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721693699766464761
Tue Nov 07 00:56:15 +0000 2023;1,72169E+18;Airlangga Hartarto: Anggaran Infrastruktur 2024 Rp 422 Triliun Difokuskan Untuk Pembangunan Berkelanjutan #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/AR80cUgrbc;0;0;0;1;in;1,56378E+18;1,72169E+18;GolkarToday;https://twitter.com/GolkarToday/status/1721693009316917644
Tue Nov 07 00:43:27 +0000 2023;1,72169E+18;kami bangga denganmu pak 🇵🇸 @gibran_tweet @prabowo #prabowonetwork #prabowopresiden2024 #prabowo #bacapres2024 #prabowogibran #fyp #prabowosubianto #prabowogibranN #prabowogibrannetwork #savepalestine🇵🇸 https://t.co/IHfQaELVWU;0;0;0;1;in;1,72053E+18;1,72169E+18;PrabowogibranN;https://twitter.com/PrabowogibranN/status/1721689788888293724
Tue Nov 07 00:34:28 +0000 2023;1,72169E+18;Duet Jawa Barat dan Jawa Timur untuk Koalisi Indonesia Maju #PemiluSerentak #Pemilu2024 #Pemilu2024KCM #PemiluIndonesia #PemiluBerkualitas #PemiluDamai #Pemilu2024kondusif #prabowogibran #PrabowoGibran2024;0;0;0;1;in;1,70417E+18;1,72169E+18;ihmkt_id;https://twitter.com/ihmkt_id/status/1721687525822276035
Tue Nov 07 00:30:00 +0000 2023;1,72169E+18;Jika Ditopang Teknologi, Airin Rachmi Diany Yakin Produktivitas Nelayan di Banten Meningkat #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/omTmNkDayr;0;0;19;6;in;7,21898E+17;1,72169E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721686402168193469
Tue Nov 07 00:25:37 +0000 2023;1,72169E+18;Hari Sabtu menyerahkan bantuan bersama bpk Presiden, Senin action berkordinasi dgn pihak negara sahabat untuk rencana pengiriman kapal RS,betul² satset Capresku ..bukan lambe lamis Capresku #Prabowo 2024 mantap pilih #PrabowoGibran;0;0;3;10;in;1,44421E+18;1,72169E+18;AuntyNovi1978;https://twitter.com/AuntyNovi1978/status/1721685298508419496
Tue Nov 07 00:24:32 +0000 2023;1,72169E+18;Teman-teman, kita mulai start nih pelan-pelan membahas program dalam optimisme kita untuk Indonesia Maju bersama #PrabowoGibran. Mari bergembira, tunjukkan kelas, dan tetap santuy.   Foto (hanya pemanis): https://t.co/5TwejDESGI;0;0;0;3;in;54741308;1,72169E+18;zarryhendrik;https://twitter.com/zarryhendrik/status/1721685029276074076
Tue Nov 07 00:17:24 +0000 2023;1,72168E+18;Ahmed Zaki Iskandar: Partai Golkar Beringin Tempat Berteduh, Tahan Diseruduk! #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/hlGdV1GbMv;0;0;0;1;in;1,56378E+18;1,72168E+18;GolkarToday;https://twitter.com/GolkarToday/status/1721683231127589262
Tue Nov 07 00:10:04 +0000 2023;1,72168E+18;#Citizen #PedagangKecil #PrabowoGibran #AMIN #GanjarMahfud;0;0;0;0;qht;1,70119E+18;1,72168E+18;gersospol_id;https://twitter.com/gersospol_id/status/1721681386518761665
Tue Nov 07 00:01:01 +0000 2023;1,72168E+18;@Papa_Brewook Insyaallah bisa.. Indonesia emas bersama #PrabowoGibran;0;0;0;0;in;1,44421E+18;1,72166E+18;AuntyNovi1978;https://twitter.com/AuntyNovi1978/status/1721679108407689619
Mon Nov 06 23:59:00 +0000 2023;1,72168E+18;Berdampak Positif Terhadap Pertanian, Indah Putri Indriani Harap Program READSI Berlanjut di Lutra #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/4OsufgM7CC;0;0;18;5;in;7,21898E+17;1,72168E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721678600158544229
Mon Nov 06 23:38:11 +0000 2023;1,72167E+18;"@kurawa @yunartowijaya dorongan bagi team #PrabowoGibran untuk merapatkan barisan meski surveynya dibumbui opini gibran yg buat turun suara "", lalu yg buat survey jelas-jelas memihak, tp y semangat trus kerja, kerja, kerja untuk Indonesia Maju. #PrabowoGibran""";0;1;0;1;in;79985385;1,72144E+18;steven_bawole;https://twitter.com/steven_bawole/status/1721673360911073447
Mon Nov 06 23:35:47 +0000 2023;1,72167E+18;Bismillah Menang #PrabowoGibran   Aamiin;0;1;2;9;in;1,69519E+18;1,72167E+18;drReUtari08;https://twitter.com/drReUtari08/status/1721672758713577751
Mon Nov 06 23:32:13 +0000 2023;1,72167E+18;#PrabowoGibranMakinUnggul  Menang Bismillah  #PrabowoGibran;0;0;2;4;in;1,69519E+18;1,72167E+18;drReUtari08;https://twitter.com/drReUtari08/status/1721671860104888608
Mon Nov 06 23:30:00 +0000 2023;1,72167E+18;Dipimpin Sahbirin Noor, Partai Golkar Kalsel Gelar Jalan Santai Sambut HUT Ke-59 #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/CSYHIkykhd;0;0;18;6;in;7,21898E+17;1,72167E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721671303806009661
Mon Nov 06 23:29:50 +0000 2023;1,72167E+18;Terimakasih Bapak @jokowi  sudah bekerja sama demi Indonesia &amp  yg Bpk jokowi memberikan amanat kpd Bpk @prabowo sbg Menhan , dan terbukti Pertahanan 🇮🇩smakin kuat .Bismillah 🇮🇩Bangkit dipimpin oleh Presiden k 8  dan wakil #PrabowoGibran  .#temanprabowosubianto🇨🇭;0;1;9;19;in;1,69519E+18;1,72167E+18;drReUtari08;https://twitter.com/drReUtari08/status/1721671261527449726
Mon Nov 06 23:29:02 +0000 2023;1,72167E+18;@xquitavee #PrabowoGibran #GanjarMahfud #GanjarPresiden 😂😂😂 pemilih cerdas itu tidak mau di dogmatika;0;0;0;0;in;1,36707E+18;1,72151E+18;JamesBoong007;https://twitter.com/JamesBoong007/status/1721671061836837088
Mon Nov 06 22:59:00 +0000 2023;1,72166E+18;Ketua IIPG Jabar, Rita Fitria Ajak Anak Budayakan Gemar Membaca Sejak Dini #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/MJcUbbMLqF;0;0;21;5;in;7,21898E+17;1,72166E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721663500915745110
Mon Nov 06 22:57:05 +0000 2023;1,72166E+18;menang terussss 🔥 @gibran_tweet @prabowo #prabowogibrannetwork #prabowogibranN #prabowosubianto #fyp #prabowopresiden2024 #prabowogibran #bacapres2024 #prabowo #prabowonetwork https://t.co/tfy7hIacSs;0;0;0;2;in;1,72053E+18;1,72166E+18;PrabowogibranN;https://twitter.com/PrabowogibranN/status/1721663019216957442
Mon Nov 06 22:49:06 +0000 2023;1,72166E+18;Mantap gaskeun  #PrabowoGibran;0;0;0;1;ht;1,66706E+18;1,72166E+18;wlian76;https://twitter.com/wlian76/status/1721661012179632483
Mon Nov 06 22:36:04 +0000 2023;1,72166E+18;@alextham878 Jangan mainkan perasaan...mainkan ide dan gagasan...kubu mana ya yang memainkan perasaan? Jelas bukan kubu #PrabowoGibran;0;2;0;2;in;1,44421E+18;1,72155E+18;AuntyNovi1978;https://twitter.com/AuntyNovi1978/status/1721657730073756010
Mon Nov 06 22:34:53 +0000 2023;1,72166E+18;@tanimerdeka08 @prabowo @gibran_tweet cuma pak Prabowo yang peduli dengan petani #PrabowoSubianto #prabowogibran;0;0;0;0;in;1,71899E+18;1,72144E+18;tatangbagor;https://twitter.com/tatangbagor/status/1721657432194343254
Mon Nov 06 22:28:28 +0000 2023;1,72166E+18;yuks menang satu putaran 🔥 @gibran_tweet @prabowo #prabowonetwork #prabowopresiden2024 #prabowo #bacapres2024 #prabowogibran #fyp #prabowosubianto #prabowogibranN #prabowogibrannetwork https://t.co/HEkYzQWvCE;0;0;0;2;in;1,72053E+18;1,72166E+18;PrabowogibranN;https://twitter.com/PrabowogibranN/status/1721655819878764829
Mon Nov 06 21:52:27 +0000 2023;1,72165E+18;Upload ulang ah, Konser paling VIRAL di bulan oktober 2023 🤣👏👏🫰🫶❤️🇮🇩  Suara Rakyat suara Tuhan 😍🫰🫶❤️🙏  #Fakta #fyp #viral #foryou #foryoupage #trending #prabowogibran #bersamaindonesiamaju #allinprabowogibran #fyp #viral #foryou #foryoupage #trending https://t.co/1a7feEKCik;0;0;0;0;in;4409401;1,72165E+18;ariefimampoero;https://twitter.com/ariefimampoero/status/1721646754079318061
Mon Nov 06 22:02:41 +0000 2023;1,72165E+18;save palestina 🇲🇨🇵🇸 @gibran_tweet  @prabowo #prabowogibrannetwork  #prabowogibranN #prabowosubianto #prabowogibran #prabowopresiden2024 #fyp #bacapres2024 #prabowo #prabowonetwork #savepalestine🇵🇸 https://t.co/pEZV9mlkLt;0;0;0;2;en;1,72053E+18;1,72165E+18;PrabowogibranN;https://twitter.com/PrabowogibranN/status/1721649327939195096
Mon Nov 06 19:15:13 +0000 2023;1,72161E+18;Tidak ada istilah gagal dalam hidup, yang ada hanya berhasil dan belum berhasil  KEMONBET. Deposit anti pending  Cari kami di Google, KEMONBET  #kemonbet #disemburcuan #slot #slotonline #slotgacor #slotindo #slotter #bonus #deposit #newmember #PDID #prabowogibran #golkar https://t.co/z947VDusCS;0;0;0;0;in;1,42212E+18;1,72161E+18;KemonBet88;https://twitter.com/KemonBet88/status/1721607184935698631
Mon Nov 06 19:00:00 +0000 2023;1,7216E+18;@kompascom All in prabowogibran;0;0;0;0;en;1,72159E+18;1,72097E+18;MuhammadRi10686;https://twitter.com/MuhammadRi10686/status/1721603354215010576
Mon Nov 06 17:37:18 +0000 2023;1,72158E+18;Nama Erick dan Bahlil Tidak Masuk Struktur TKN, Rosan: Mereka Mendukung https://t.co/LjsfMwa3MF via @briefdotid #PrabowoGibran;0;0;0;0;in;102934053;1,72158E+18;novylumanauw;https://twitter.com/novylumanauw/status/1721582545203007815
Mon Nov 06 17:34:59 +0000 2023;1,72158E+18;Diajakin tante binal 💦  📌https://t.co/3g6kgy6UIK 📌https://t.co/DfMoVrwC7M 📌https://t.co/AgQi0MvhEZ 📌https://t.co/C99j8UKcPE 📌https://t.co/NUjWMhkmUi  Support Follow Retweet #bokepindo #bokepviral #viral #viralterbaru #PrabowoGibran #อุ้มทวีพร #DoodStream;0;0;0;0;in;1,71709E+18;1,72158E+18;lokalonly;https://twitter.com/lokalonly/status/1721581961964401001
Mon Nov 06 16:59:57 +0000 2023;1,72157E+18;TKN Indonesia Maju Berisi 200 Orang Lebih, Ada Keterwakilan Anak Muda  https://t.co/RKivWQz7H0  #indoposco #caprescawapres #Paslon #Pemilu2024 #PrabowoSubianto #GibranRakabumingRaka #TKNIndonesiaMaju #prabowogibran;0;0;0;1;in;1,34971E+18;1,72157E+18;indoposco;https://twitter.com/indoposco/status/1721573142651625560
Mon Nov 06 16:59:00 +0000 2023;1,72157E+18;Intensitas Persaingan Caleg Meningkat, Hamka B Kady Tetap Optimis Terpilih Lagi Sebagai Anggota DPR RI #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/XcGA7CJ1fl;0;0;18;6;in;7,21898E+17;1,72157E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721572903882236302
Mon Nov 06 16:58:25 +0000 2023;1,72157E+18;Wali Kota Solo sangat antusias dengan majunya altet Indonesia.Bahkan Sebelum Pildun yang akan dilaksanakan di Solo.  #GibranCawapres #PrabowoGibran  #Senin #fuji #FIFAWorldCup https://t.co/cJfKysBxv6;0;0;0;6;in;1,69789E+18;1,72157E+18;AnggiYun_;https://twitter.com/AnggiYun_/status/1721572760231821589
Mon Nov 06 15:59:00 +0000 2023;1,72156E+18;Politisi Partai Golkar, Gus Ubaidillah Amin Bentuk Relawan Berkopiah Dukung Prabowo-Gibran di Jatim #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/veyO4aDKoM;0;0;18;4;in;7,21898E+17;1,72156E+18;golkarpedia;https://twitter.com/golkarpedia/status/1721557804769751303
Tue Nov 07 04:46:50 +0000 2023;1,72175E+18;PRABOWO-GIBRAN KEMBALI UNGGUL  PilihanSejuk PilihnyaPakbowo  AsiknyaSih AmaMasgibran  #PrabowoSubianto  #GibranRakabuming  #PrabowoGibran2024 #PrabowoGibranIstimewa  Suvei terbaru yang dirilis oleh Accurate Research and Consulting Indonesia (ARCI) kembali menunjukkan pasangan… https://t.co/1I9QQ4TDuI;0;0;2;1;in;8,86878E+17;1,72175E+18;yosephrosario_;https://twitter.com/yosephrosario_/status/1721751039022678128
Tue Nov 07 04:39:20 +0000 2023;1,72175E+18;MILENIAL &amp  GEN-Z TERBANYAK DI PEMILU 2024  PilihanSejuk PilihnyaPakbowo AsiknyaSih AmaMasgibran  #PrabowoSubianto  #GibranRakabuming  #PrabowoGibran2024  #PrabowoGibranIstimewa   Pada pemilu 2024 nanti generasi Milenial &amp  Gen-Z menjadi peserta paling banyak dalam sejarah pemilu… https://t.co/MFUyhExbuA;0;0;0;0;in;8,86878E+17;1,72175E+18;yosephrosario_;https://twitter.com/yosephrosario_/status/1721749148096229804
Tue Nov 07 04:30:00 +0000 2023;1,72175E+18;Di Hadapan Jokowi, Prabowo Bertekad Lanjutkan Pembangunan jika Menang Pilpres  #Jokowi #prabowosubianto #PemiluIndonesia   https://t.co/7m3StgPMeu;0;0;0;0;in;1,50468E+18;1,72175E+18;disway_id;https://twitter.com/disway_id/status/1721746801269821932
Tue Nov 07 04:24:26 +0000 2023;1,72175E+18;My letnan, jujur dari pertama kali tau kisah hidupnya langsung terharu dan sayang sama beliau, semuga sehat-sehat selalu pak.  Fyi: Videonya aku ambil dari akun tiktokku sendiri ya guys. 😉 #Prabowosubianto #Prabowo #Indonesia #Presiden2024 #Indonesiamas2024 @Gerindra @prabowo https://t.co/QiGN9GTuSz;0;0;0;0;in;1,59674E+18;1,72175E+18;nuzulaf770;https://twitter.com/nuzulaf770/status/1721745398103220426
Tue Nov 07 04:20:09 +0000 2023;1,72174E+18;Semoga yang cuma ngomong doang pendukung nya tidak bertanya lagi soalnya ini udh di jawab ini #prabowosubianto #FreePalestineNow;0;0;2;2;in;432954215;1,72174E+18;remonditya;https://twitter.com/remonditya/status/1721744324143329422
Tue Nov 07 04:07:45 +0000 2023;1,72174E+18;Kerja konkret adalah yang dibutuhkan masyarakat #prabowo #prabowosubianto #PrabowoGibran2024;0;0;0;0;in;480181660;1,72174E+18;AhmedAlQaderi;https://twitter.com/AhmedAlQaderi/status/1721741200498291135
Tue Nov 07 04:06:34 +0000 2023;1,72174E+18;Prabowo-Gibran Konsisten Menang Lawan Paslon Lain!  Lagi-lagi lembaga survei menyatakan pasangan capres dan cawapren Prabowo-Gibran konsisten untuk menang pemilu 2024  PilihanSejuk PilihnyaPakbowo AsiknyaSih AmaMasgibran  #PrabowoSubianto  #GibranRakabuming  #PrabowoGibran2024… https://t.co/R8nxdStv0S;0;0;5;7;in;8,86878E+17;1,72174E+18;yosephrosario_;https://twitter.com/yosephrosario_/status/1721740905210904671
